"","MET_NI_1_NEG","METC_NI_1_NEG","BUP_NI_1_NEG","BUPC_NI_1_NEG","ABS_NI_1_NEG","REL_NI_1_NEG","ODN_NI_1_NEG","ODF_NI_1_NEG","MET_INJ_1_NEG","METC_INJ_1_NEG","BUP_INJ_1_NEG","BUPC_INJ_1_NEG","ABS_INJ_1_NEG","REL_INJ_1_NEG","ODN_INJ_1_NEG","ODF_INJ_1_NEG","MET_NI_2_NEG","METC_NI_2_NEG","BUP_NI_2_NEG","BUPC_NI_2_NEG","ABS_NI_2_NEG","REL_NI_2_NEG","ODN_NI_2_NEG","ODF_NI_2_NEG","MET_INJ_2_NEG","METC_INJ_2_NEG","BUP_INJ_2_NEG","BUPC_INJ_2_NEG","ABS_INJ_2_NEG","REL_INJ_2_NEG","ODN_INJ_2_NEG","ODF_INJ_2_NEG","MET_NI_3_NEG","METC_NI_3_NEG","BUP_NI_3_NEG","BUPC_NI_3_NEG","ABS_NI_3_NEG","REL_NI_3_NEG","ODN_NI_3_NEG","ODF_NI_3_NEG","MET_INJ_3_NEG","METC_INJ_3_NEG","BUP_INJ_3_NEG","BUPC_INJ_3_NEG","ABS_INJ_3_NEG","REL_INJ_3_NEG","ODN_INJ_3_NEG","ODF_INJ_3_NEG","MET_NI_1_HIV","METC_NI_1_HIV","BUP_NI_1_HIV","BUPC_NI_1_HIV","ABS_NI_1_HIV","REL_NI_1_HIV","ODN_NI_1_HIV","ODF_NI_1_HIV","MET_INJ_1_HIV","METC_INJ_1_HIV","BUP_INJ_1_HIV","BUPC_INJ_1_HIV","ABS_INJ_1_HIV","REL_INJ_1_HIV","ODN_INJ_1_HIV","ODF_INJ_1_HIV","MET_NI_2_HIV","METC_NI_2_HIV","BUP_NI_2_HIV","BUPC_NI_2_HIV","ABS_NI_2_HIV","REL_NI_2_HIV","ODN_NI_2_HIV","ODF_NI_2_HIV","MET_INJ_2_HIV","METC_INJ_2_HIV","BUP_INJ_2_HIV","BUPC_INJ_2_HIV","ABS_INJ_2_HIV","REL_INJ_2_HIV","ODN_INJ_2_HIV","ODF_INJ_2_HIV","MET_NI_3_HIV","METC_NI_3_HIV","BUP_NI_3_HIV","BUPC_NI_3_HIV","ABS_NI_3_HIV","REL_NI_3_HIV","ODN_NI_3_HIV","ODF_NI_3_HIV","MET_INJ_3_HIV","METC_INJ_3_HIV","BUP_INJ_3_HIV","BUPC_INJ_3_HIV","ABS_INJ_3_HIV","REL_INJ_3_HIV","ODN_INJ_3_HIV","ODF_INJ_3_HIV","MET_NI_1_HCV","METC_NI_1_HCV","BUP_NI_1_HCV","BUPC_NI_1_HCV","ABS_NI_1_HCV","REL_NI_1_HCV","ODN_NI_1_HCV","ODF_NI_1_HCV","MET_INJ_1_HCV","METC_INJ_1_HCV","BUP_INJ_1_HCV","BUPC_INJ_1_HCV","ABS_INJ_1_HCV","REL_INJ_1_HCV","ODN_INJ_1_HCV","ODF_INJ_1_HCV","MET_NI_2_HCV","METC_NI_2_HCV","BUP_NI_2_HCV","BUPC_NI_2_HCV","ABS_NI_2_HCV","REL_NI_2_HCV","ODN_NI_2_HCV","ODF_NI_2_HCV","MET_INJ_2_HCV","METC_INJ_2_HCV","BUP_INJ_2_HCV","BUPC_INJ_2_HCV","ABS_INJ_2_HCV","REL_INJ_2_HCV","ODN_INJ_2_HCV","ODF_INJ_2_HCV","MET_NI_3_HCV","METC_NI_3_HCV","BUP_NI_3_HCV","BUPC_NI_3_HCV","ABS_NI_3_HCV","REL_NI_3_HCV","ODN_NI_3_HCV","ODF_NI_3_HCV","MET_INJ_3_HCV","METC_INJ_3_HCV","BUP_INJ_3_HCV","BUPC_INJ_3_HCV","ABS_INJ_3_HCV","REL_INJ_3_HCV","ODN_INJ_3_HCV","ODF_INJ_3_HCV","MET_NI_1_COI","METC_NI_1_COI","BUP_NI_1_COI","BUPC_NI_1_COI","ABS_NI_1_COI","REL_NI_1_COI","ODN_NI_1_COI","ODF_NI_1_COI","MET_INJ_1_COI","METC_INJ_1_COI","BUP_INJ_1_COI","BUPC_INJ_1_COI","ABS_INJ_1_COI","REL_INJ_1_COI","ODN_INJ_1_COI","ODF_INJ_1_COI","MET_NI_2_COI","METC_NI_2_COI","BUP_NI_2_COI","BUPC_NI_2_COI","ABS_NI_2_COI","REL_NI_2_COI","ODN_NI_2_COI","ODF_NI_2_COI","MET_INJ_2_COI","METC_INJ_2_COI","BUP_INJ_2_COI","BUPC_INJ_2_COI","ABS_INJ_2_COI","REL_INJ_2_COI","ODN_INJ_2_COI","ODF_INJ_2_COI","MET_NI_3_COI","METC_NI_3_COI","BUP_NI_3_COI","BUPC_NI_3_COI","ABS_NI_3_COI","REL_NI_3_COI","ODN_NI_3_COI","ODF_NI_3_COI","MET_INJ_3_COI","METC_INJ_3_COI","BUP_INJ_3_COI","BUPC_INJ_3_COI","ABS_INJ_3_COI","REL_INJ_3_COI","ODN_INJ_3_COI","ODF_INJ_3_COI"
"REL_INJ_1_HCV",0,0,0,0,0,0,0,0,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0,0.924211121918051,0.0612546775754325,0,0,0,0,0,0,0,0,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0,0.924211121918051,0.0612546775754325,0,0,0,0,0,0,0,0,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0,0.924211121918051,0.0612546775754325,0,0,0,0,0,0,0,0,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0,0.924211121918051,0.0612546775754325,0,0,0,0,0,0,0,0,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0,0.924211121918051,0.0612546775754325,0,0,0,0,0,0,0,0,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0,0.924211121918051,0.0612546775754325,0,0,0,0,0,0,0,0,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0,0.924211121918051,0.0612546775754325,0,0,0,0,0,0,0,0,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0,0.924211121918051,0.0612546775754325,0,0,0,0,0,0,0,0,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0,0.924211121918051,0.0612546775754325,0,0,0,0,0,0,0,0,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0,0.924211121918051,0.0612546775754325,0,0,0,0,0,0,0,0,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0,0.924211121918051,0.0612546775754325,0,0,0,0,0,0,0,0,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0.00290684010130335,0,0.924211121918051,0.0612546775754325
"ODN_INJ_1_HCV",0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0
"ODF_INJ_1_HCV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MET_NI_2_HCV",0,0.240972083365992,0.120486041682996,0.120486041682996,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0,0.240972083365992,0.120486041682996,0.120486041682996,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0,0.240972083365992,0.120486041682996,0.120486041682996,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0,0.240972083365992,0.120486041682996,0.120486041682996,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0,0.240972083365992,0.120486041682996,0.120486041682996,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0,0.240972083365992,0.120486041682996,0.120486041682996,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0,0.240972083365992,0.120486041682996,0.120486041682996,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0,0.240972083365992,0.120486041682996,0.120486041682996,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0,0.240972083365992,0.120486041682996,0.120486041682996,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0,0.240972083365992,0.120486041682996,0.120486041682996,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0,0.240972083365992,0.120486041682996,0.120486041682996,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0,0.240972083365992,0.120486041682996,0.120486041682996,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0
"METC_NI_2_HCV",0.2041298759728,0,0.1020649379864,0.1020649379864,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.2041298759728,0,0.1020649379864,0.1020649379864,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.2041298759728,0,0.1020649379864,0.1020649379864,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.2041298759728,0,0.1020649379864,0.1020649379864,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.2041298759728,0,0.1020649379864,0.1020649379864,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.2041298759728,0,0.1020649379864,0.1020649379864,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.2041298759728,0,0.1020649379864,0.1020649379864,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.2041298759728,0,0.1020649379864,0.1020649379864,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.2041298759728,0,0.1020649379864,0.1020649379864,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.2041298759728,0,0.1020649379864,0.1020649379864,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.2041298759728,0,0.1020649379864,0.1020649379864,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.2041298759728,0,0.1020649379864,0.1020649379864,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0
"BUP_NI_2_HCV",0.120486041682996,0.120486041682996,0,0.240972083365992,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0.120486041682996,0.120486041682996,0,0.240972083365992,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0.120486041682996,0.120486041682996,0,0.240972083365992,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0.120486041682996,0.120486041682996,0,0.240972083365992,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0.120486041682996,0.120486041682996,0,0.240972083365992,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0.120486041682996,0.120486041682996,0,0.240972083365992,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0.120486041682996,0.120486041682996,0,0.240972083365992,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0.120486041682996,0.120486041682996,0,0.240972083365992,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0.120486041682996,0.120486041682996,0,0.240972083365992,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0.120486041682996,0.120486041682996,0,0.240972083365992,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0.120486041682996,0.120486041682996,0,0.240972083365992,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0,0.120486041682996,0.120486041682996,0,0.240972083365992,0.240972083365992,0.240972083365992,0.0338670341078834,0.00224463242815045,0,0,0,0,0,0,0,0
"BUPC_NI_2_HCV",0.1020649379864,0.1020649379864,0.2041298759728,0,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.1020649379864,0.1020649379864,0.2041298759728,0,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.1020649379864,0.1020649379864,0.2041298759728,0,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.1020649379864,0.1020649379864,0.2041298759728,0,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.1020649379864,0.1020649379864,0.2041298759728,0,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.1020649379864,0.1020649379864,0.2041298759728,0,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.1020649379864,0.1020649379864,0.2041298759728,0,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.1020649379864,0.1020649379864,0.2041298759728,0,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.1020649379864,0.1020649379864,0.2041298759728,0,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.1020649379864,0.1020649379864,0.2041298759728,0,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.1020649379864,0.1020649379864,0.2041298759728,0,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0,0.1020649379864,0.1020649379864,0.2041298759728,0,0.2041298759728,0.2041298759728,0.1720756978537,0.011404798255101,0,0,0,0,0,0,0,0
"ABS_NI_2_HCV",0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0
"REL_NI_2_HCV",0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0,0.307033845548814,0.0203495270375089,0,0,0,0,0,0,0,0,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0,0.307033845548814,0.0203495270375089,0,0,0,0,0,0,0,0,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0,0.307033845548814,0.0203495270375089,0,0,0,0,0,0,0,0,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0,0.307033845548814,0.0203495270375089,0,0,0,0,0,0,0,0,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0,0.307033845548814,0.0203495270375089,0,0,0,0,0,0,0,0,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0,0.307033845548814,0.0203495270375089,0,0,0,0,0,0,0,0,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0,0.307033845548814,0.0203495270375089,0,0,0,0,0,0,0,0,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0,0.307033845548814,0.0203495270375089,0,0,0,0,0,0,0,0,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0,0.307033845548814,0.0203495270375089,0,0,0,0,0,0,0,0,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0,0.307033845548814,0.0203495270375089,0,0,0,0,0,0,0,0,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0,0.307033845548814,0.0203495270375089,0,0,0,0,0,0,0,0,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0.134523325482735,0,0.307033845548814,0.0203495270375089,0,0,0,0,0,0,0,0
"ODN_NI_2_HCV",0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0
"ODF_NI_2_HCV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MET_INJ_2_HCV",0,0,0,0,0,0,0,0,0,0.168855586331906,0.0844277931659531,0.0844277931659531,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0,0.168855586331906,0.0844277931659531,0.0844277931659531,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0,0.168855586331906,0.0844277931659531,0.0844277931659531,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0,0.168855586331906,0.0844277931659531,0.0844277931659531,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0,0.168855586331906,0.0844277931659531,0.0844277931659531,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0,0.168855586331906,0.0844277931659531,0.0844277931659531,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0,0.168855586331906,0.0844277931659531,0.0844277931659531,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0,0.168855586331906,0.0844277931659531,0.0844277931659531,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0,0.168855586331906,0.0844277931659531,0.0844277931659531,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0,0.168855586331906,0.0844277931659531,0.0844277931659531,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0,0.168855586331906,0.0844277931659531,0.0844277931659531,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0,0.168855586331906,0.0844277931659531,0.0844277931659531,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177
"METC_INJ_2_HCV",0,0,0,0,0,0,0,0,0.0287527840620654,0,0.0143763920310327,0.0143763920310327,0.0287527840620654,0.0287527840620654,0.829979641174127,0.0550092225776117,0,0,0,0,0,0,0,0,0.0287527840620654,0,0.0143763920310327,0.0143763920310327,0.0287527840620654,0.0287527840620654,0.829979641174127,0.0550092225776117,0,0,0,0,0,0,0,0,0.0287527840620654,0,0.0143763920310327,0.0143763920310327,0.0287527840620654,0.0287527840620654,0.829979641174127,0.0550092225776117,0,0,0,0,0,0,0,0,0.0287527840620654,0,0.0143763920310327,0.0143763920310327,0.0287527840620654,0.0287527840620654,0.829979641174127,0.0550092225776117,0,0,0,0,0,0,0,0,0.0287527840620654,0,0.0143763920310327,0.0143763920310327,0.0287527840620654,0.0287527840620654,0.829979641174127,0.0550092225776117,0,0,0,0,0,0,0,0,0.0287527840620654,0,0.0143763920310327,0.0143763920310327,0.0287527840620654,0.0287527840620654,0.829979641174127,0.0550092225776117,0,0,0,0,0,0,0,0,0.0287527840620654,0,0.0143763920310327,0.0143763920310327,0.0287527840620654,0.0287527840620654,0.829979641174127,0.0550092225776117,0,0,0,0,0,0,0,0,0.0287527840620654,0,0.0143763920310327,0.0143763920310327,0.0287527840620654,0.0287527840620654,0.829979641174127,0.0550092225776117,0,0,0,0,0,0,0,0,0.0287527840620654,0,0.0143763920310327,0.0143763920310327,0.0287527840620654,0.0287527840620654,0.829979641174127,0.0550092225776117,0,0,0,0,0,0,0,0,0.0287527840620654,0,0.0143763920310327,0.0143763920310327,0.0287527840620654,0.0287527840620654,0.829979641174127,0.0550092225776117,0,0,0,0,0,0,0,0,0.0287527840620654,0,0.0143763920310327,0.0143763920310327,0.0287527840620654,0.0287527840620654,0.829979641174127,0.0550092225776117,0,0,0,0,0,0,0,0,0.0287527840620654,0,0.0143763920310327,0.0143763920310327,0.0287527840620654,0.0287527840620654,0.829979641174127,0.0550092225776117
"BUP_INJ_2_HCV",0,0,0,0,0,0,0,0,0.0844277931659531,0.0844277931659531,0,0.168855586331906,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0.0844277931659531,0.0844277931659531,0,0.168855586331906,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0.0844277931659531,0.0844277931659531,0,0.168855586331906,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0.0844277931659531,0.0844277931659531,0,0.168855586331906,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0.0844277931659531,0.0844277931659531,0,0.168855586331906,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0.0844277931659531,0.0844277931659531,0,0.168855586331906,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0.0844277931659531,0.0844277931659531,0,0.168855586331906,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0.0844277931659531,0.0844277931659531,0,0.168855586331906,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0.0844277931659531,0.0844277931659531,0,0.168855586331906,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0.0844277931659531,0.0844277931659531,0,0.168855586331906,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0.0844277931659531,0.0844277931659531,0,0.168855586331906,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177,0,0,0,0,0,0,0,0,0.0844277931659531,0.0844277931659531,0,0.168855586331906,0.168855586331906,0.168855586331906,0.304402525717757,0.0201751289546177
